Gene	H37-H37002-BG002179-ar-BG002179.quant.sf	H37-H37002-BG004281-ar-BG004281.quant.sf
AC015849.3	0	0
AC015849.4	0	0
AC015849.5	0	0.019684
AC015849.6	0	0
AC015853.1	0	0
AC015853.2	0	0
AC015853.3	0	0
AC015871.1	0	0
AC015871.2	0	0
AC015871.3	0.244126	0.142219
AC015871.4	0.112728	0.113831
AC015871.5	0	0
AC015871.6	0.019414	0
AC015871.7	0	0
AC015871.8	13.668806	28.071164
AC015878.1	0	0
AC015878.2	0	0
AC015883.1	0.020665	0.031283
AC015908.1	0	0
AC015908.2	0	0
AC015908.3	0	0
AC015908.4	0	0
AC015908.5	0	0
AC015908.6	0	0
AC015908.7	0	0
AC015909.1	0	0
AC015909.2	0	0
AC015909.3	0	0
AC015909.4	0	0
AC015909.5	0.112399	0.05675
AC015910.1	0	0
AC015911.1	0	0
AC015911.2	0	0
AC015911.3	1.26877	1.987908
AC015911.4	0.044853	0
AC015911.5	0	0
AC015911.6	0	0
AC015911.7	0	0.162932
AC015911.8	0	0
AC015911.9	0	4.942081
AC015912.1	0	0
AC015912.2	0	0
AC015912.3	0	0
AC015914.1	0	0
AC015914.2	0	0
AC015917.1	0	0
AC015917.2	0.273499	0.200083
AC015920.1	0	0
AC015921.1	0.016486	0
AC015922.1	0	0
AC015922.2	0	0
AC015922.3	0.080521	0
AC015923.1	0	0
AC015936.1	0	0
AC015936.2	0	0
AC015943.1	0	0
AC015959.1	0	0
AC015961.1	0	0
AC015961.2	0	0
AC015967.1	0.581717	0
AC015967.2	0	0
AC015969.1	0	0
AC015971.1	0	0.100614
AC015977.1	0	0
AC015978.1	0	0
AC015978.2	0	0
AC015982.1	0	0
AC015983.1	0	0
AC015983.2	0	0
AC015987.1	0	0
AC016026.1	0.610277	0.176919
AC016026.2	0	0
AC016027.1	0.025877	0.117332
AC016027.2	0	0
AC016027.3	0	0
AC016027.4	0	0
AC016027.5	0	0
AC016027.6	0.902064	1.149251
AC016042.1	0	0
AC016044.1	0	0
AC016065.1	0	0
AC016065.2	0	0
AC016074.1	0	0
AC016074.2	0.117335	0
AC016134.1	0	0
AC016144.1	0	0
AC016152.1	0	0
AC016168.1	0	0
AC016168.2	0	0
AC016168.3	0	0
AC016168.4	0	0
AC016180.1	0	0
AC016180.2	0	0
AC016182.1	0	0
AC016229.1	0	0
AC016229.2	0	0
AC016240.1	0	0
AC016245.1	0	0
AC016245.2	0	0
AC016251.1	0	0
AC016252.1	0	0
AC016266.1	0	0
AC016292.1	0	0
AC016292.2	0	0
AC016304.1	0	0
AC016355.1	0	0
AC016382.1	0	0
AC016383.1	0	0
AC016383.2	0	0
AC016383.3	0	0
AC016394.1	4.53435	5.023772
AC016394.2	9.926524	5.408019
AC016396.1	0	0
AC016396.2	0	0
AC016397.1	0	0
AC016397.2	0	0
AC016405.1	0	0
AC016405.2	0	0
AC016405.3	0	0
AC016493.1	0	0
AC016526.1	0	0
AC016526.2	0	0
AC016526.3	0	0
AC016526.4	0	0
AC016542.1	0	0
AC016542.2	0	0.139992
AC016542.3	0.094566	0
AC016546.1	0	0
AC016549.1	0.02497	0
AC016550.1	0	0
AC016550.2	0	0
AC016550.3	0	0
AC016553.1	0	0
AC016556.1	0	0
AC016559.1	0	0
AC016559.2	0	0
AC016559.3	0	0
AC016571.1	0	0
AC016573.1	0	0
AC016575.1	0	0
AC016575.2	0	0
AC016576.1	0	0
AC016582.1	0.263164	0.065589
AC016582.2	0.006042	0.009187
AC016583.1	0	0
AC016583.2	0	0
AC016586.1	0	0
AC016587.1	0	0
AC016588.1	0.116586	0
AC016588.2	0	0
AC016590.1	0	0
AC016590.2	0	0
AC016590.3	0	0
AC016590.4	0.009932	0
AC016591.1	0	0
AC016595.1	0	0
AC016596.1	0	0
AC016596.2	0	0
AC016597.1	0.41209	0
AC016597.2	0	0
AC016598.1	0	0
AC016598.2	0	0
AC016601.1	0	0
AC016612.1	0	0
AC016629.1	0	1.83492
AC016629.2	0	0
AC016629.3	0.774666	0
AC016632.1	0	0
AC016642.1	0	0
AC016644.1	0	0
AC016682.1	0	0
AC016683.1	0	0
AC016687.1	0	0
AC016687.2	0	0
AC016687.3	0	0
AC016694.1	0	0
AC016700.1	0	0
AC016705.1	0	0
AC016705.2	0.023087	0.008777
AC016705.3	0	0
AC016710.1	0	0
AC016716.1	0	0
AC016717.1	0	0
AC016717.2	0	0
AC016717.3	0	0
AC016721.1	0	0
AC016722.1	0	0
AC016722.2	0	0
AC016727.1	0.54311	1.327453
AC016727.2	0	0
AC016727.3	0	0
AC016730.1	0	0
AC016734.1	0	0
AC016735.1	0	0
AC016737.1	0	0
AC016737.2	0	0
AC016738.1	0.023511	0.089222
AC016739.1	0	0
AC016743.1	0	0
AC016745.1	0	0
AC016745.2	0.011909	0
AC016746.1	0	0
AC016747.1	0	0.150828
AC016747.2	0	0
AC016747.3	0	0
AC016747.4	0.554555	1.108993
AC016751.1	0	0
AC016751.2	0	0
AC016766.1	0	0
AC016769.1	0	0.072393
AC016769.2	0	0
AC016769.3	0	0
AC016769.4	0	0
AC016769.5	0	0
AC016769.6	0	0
AC016772.1	0	0
AC016813.1	0	0
AC016816.1	0	0
AC016820.1	0	0
AC016821.1	0	0.043056
AC016822.1	0	0
AC016825.1	0	0
AC016831.1	0.041455	0.009437
AC016831.2	0	0
AC016831.3	0.050932	0
AC016831.4	0	0
AC016831.5	0	0
AC016831.6	0.088225	0.035205
AC016866.1	0	0
AC016866.2	0	0
AC016866.3	0	0
AC016868.1	0	0
AC016876.1	3.412192	3.139019
AC016876.2	5.681857	4.404961
AC016876.3	0	0
AC016877.1	0	0
AC016877.2	0.044905	0
AC016877.3	0	0
AC016885.1	0	0
AC016885.2	0	0
AC016885.3	0	0
AC016888.1	0	0
AC016894.1	1.044949	0
AC016902.1	0	0
AC016903.1	0	0
AC016903.2	0	0
AC016907.1	0	0
AC016907.2	0	0
AC016909.1	0	0
AC016910.1	0	0
AC016911.1	0	0
AC016912.1	0	0
AC016912.2	0	0
AC016924.1	0	0
AC016925.1	0	0
AC016925.2	0	0
AC016930.1	0	0
AC016931.1	0	0
AC016933.1	0	0
AC016949.1	0.064081	0
AC016954.1	0	0
AC016956.1	0	0
AC016957.1	0	0
AC016957.2	0	0.090499
AC016968.1	0	0
AC016987.1	0	0
AC016987.2	0	0
AC016991.1	0	0
AC016993.1	0	0
AC016994.1	0	0
AC016995.1	0	0
AC016999.1	0	0
AC016999.2	0	0
AC017000.1	0	0
AC017002.1	0	0
AC017002.2	0	0
AC017002.3	0	0
AC017006.1	0	0
AC017006.2	0	0
AC017007.1	0	0
AC017007.2	1.024761	0.372772
AC017007.3	0	0
AC017007.4	0	0
AC017015.1	0	0
AC017015.2	0	0
AC017019.1	0	0
AC017028.1	0.050144	0
AC017028.2	0	0
AC017033.1	0	0
AC017037.1	0	0
AC017037.2	0	0
AC017037.3	0	0
AC017037.4	0	0
AC017037.5	0	0
AC017048.1	0	0
AC017048.2	0	0
AC017048.3	0	0
AC017050.1	0	0
AC017053.1	0	0
AC017067.1	0	0
AC017071.1	0	0.058506
AC017074.1	0	0
AC017074.2	0	0
AC017076.1	0	0
AC017083.1	0	0
AC017083.2	4.101253	1.759545
AC017083.3	0.90882	1.282417
AC017083.4	0	0
AC017087.1	0	0
AC017091.1	0	0
AC017099.1	0	0
AC017099.2	0	0
AC017100.1	0	0
AC017100.2	0	0
AC017101.1	0	0
AC017104.1	0.034951	0
AC017104.2	0	0
AC017104.3	0	0
AC017104.4	0	0
AC017104.5	0	0
AC017116.1	0.606938	8.428953
AC017116.2	0.684044	0.464835
AC018358.1	0	0
AC018359.1	0	0
AC018362.1	1.693304	1.253858
AC018362.2	0	0
AC018362.3	0	0
AC018371.1	0	0
AC018371.2	0	0
AC018398.1	0	0
AC018410.1	0	0
AC018413.1	0	0
AC018437.1	0	0
AC018437.2	0	0
AC018442.1	0.270535	0.157507
AC018442.2	0	0
AC018442.3	0	0
AC018445.1	0	0
AC018445.2	0	0
AC018445.3	0	0
AC018445.4	0.018508	0
AC018445.5	0	0
AC018445.6	0	0
AC018448.1	0	0
AC018448.2	0	0
AC018450.1	0	0
AC018450.2	0	0
AC018462.1	0	0
AC018462.2	0	0
AC018467.1	0	0
AC018470.1	0	0
AC018475.1	0.151638	0
AC018495.1	0	0
AC018511.1	0	0
AC018511.2	0	0
AC018511.5	0	0
AC018512.1	0.451659	0.052382
AC018515.1	0	0
AC018521.1	0	0.175516
AC018521.2	4.527238	0.297
AC018521.3	0	0
AC018521.4	0	0
AC018521.5	0	0
AC018521.6	0	0
AC018521.7	0	0
AC018523.1	0	0
AC018523.2	0.902923	0.094394
AC018529.1	0	0
AC018529.2	0	0
AC018529.3	0.018843	0
AC018541.1	0	0
AC018545.1	0	0
AC018552.1	0	0
AC018552.2	0	0
AC018552.3	0	0
AC018553.1	0	0
AC018553.2	0	0.067867
AC018553.3	0	0
AC018554.1	0	0
AC018557.1	0.170693	0.184358
AC018557.2	0	0
AC018557.3	0	0
AC018558.1	0	0
AC018558.2	0	0
AC018558.3	0	0
AC018558.4	0	0
AC018558.5	0	0
AC018558.6	0	0
AC018558.7	0	0
AC018563.1	0.071539	0
AC018607.1	0	0
AC018616.1	0	0
AC018618.1	0	0
AC018618.2	0	0
AC018620.1	0	0
AC018628.1	0.245343	0.06479
AC018628.2	0	0
AC018629.1	0	0.076336
AC018630.1	0	0
AC018630.2	7.605458	6.267402
AC018634.1	0	0
AC018635.1	0	0
AC018635.2	0	0
AC018637.1	0	0
AC018638.1	0	0
AC018638.2	0	0.574196
AC018638.3	0	0
AC018638.4	0.570219	0.740649
AC018638.5	0.284044	0.317589
AC018638.6	0	0
AC018638.7	0	0
AC018638.8	0	0
AC018639.1	0	0
AC018641.1	0	0
AC018643.1	0	0
AC018644.1	0	0
AC018645.1	0	0
AC018645.2	0	0
AC018645.3	0	0
AC018647.1	0	0
AC018647.2	0.028944	0.029309
AC018647.3	0.015534	0
AC018648.1	2.616606	0.877301
AC018653.1	0	0
AC018653.2	0	0
AC018653.3	0	0
AC018653.4	0	0
AC018659.1	0	0
AC018659.2	0	0
AC018659.3	0	0
AC018659.4	0	0
AC018659.5	0	0
AC018659.6	0	0
AC018659.7	0	0
AC018659.8	0	0
AC018665.1	0	0
AC018678.1	0	0
AC018680.1	0	0
AC018685.1	0	0
AC018685.2	0	0
AC018685.3	0	0
AC018688.1	0.424221	0.247227
AC018690.1	0	0
AC018692.1	0	0
AC018692.2	0	0
AC018693.1	0	0
AC018695.1	0	0
AC018695.2	0	0
AC018695.3	0	0
AC018695.4	0	0
AC018695.5	0	0
AC018695.6	0	0
AC018695.7	0	0
AC018695.8	0	0
AC018695.9	0	0
AC018697.1	0	0
AC018706.1	0	0
AC018709.1	0	0
AC018710.1	0	0
AC018712.1	0	0
AC018712.2	0	0
AC018714.1	0	0
AC018714.2	0	0
AC018716.1	0	0
AC018716.2	0	0
AC018717.1	0	0
AC018730.1	0	0
AC018731.1	0	0
AC018737.1	0	0
AC018737.2	0	0
AC018742.1	0	0
AC018752.1	0	0
AC018754.1	0.18217	0.091935
AC018755.1	0	0
AC018755.2	1.087357	0.821645
AC018755.3	0	0
AC018755.4	0	0
AC018755.5	0	0
AC018761.1	0	0
AC018761.2	0	0
AC018761.3	0	0
AC018761.4	0	0
AC018765.1	0	0
AC018766.1	0	0
AC018767.1	0	0
AC018767.2	0	0
AC018767.3	0	0
AC018797.1	0	0
AC018797.2	0	0
AC018797.3	0	0
AC018802.1	0	0
AC018802.2	0	0
AC018804.1	0.435099	0
AC018809.1	0	0
AC018809.2	0.021311	0.048539
AC018809.3	1.917471	0.276006
AC018814.1	0	0
AC018816.1	1.043412	0.918084
AC018816.2	0	0
AC018832.1	0	0
AC018845.1	0	0
AC018845.2	0	0
AC018845.3	0	0
AC018846.1	0	0
AC018861.1	0	0
AC018861.2	0	0
AC018865.1	0	0
AC018865.2	0	0
AC018866.1	0	0
AC018868.1	0	0
AC018878.1	0	0
AC018880.1	0	0
AC018889.1	0	0
AC018892.1	0	0
AC018892.2	0	0
AC018892.3	0	0
AC018904.1	0	0
AC018904.2	0	0
AC018926.1	0	0
AC018926.2	0	0
AC018926.3	0	0
AC018931.1	0	0
AC018943.1	0	0
AC018946.1	0	0
AC018953.1	0	0
AC018953.2	0	0
AC018978.1	0	0
AC018992.1	0.03973	0
AC019055.1	0	0
AC019064.1	0	0
AC019068.1	0	0
AC019070.1	0	0
AC019077.1	0	0
AC019080.1	2.605941	1.86963
AC019080.2	0	0
AC019080.3	0	0
AC019080.4	0	0
AC019080.5	0	0
AC019084.1	0	0
AC019103.1	0	0
AC019117.1	26.870275	1.053809
AC019118.1	0	0
AC019118.2	0	0
AC019127.1	0	0
AC019129.1	0	0
AC019130.1	0	0
AC019131.1	0	0
AC019131.2	0	0
AC019131.3	0	0
AC019133.1	0	0
AC019155.1	0	0
AC019155.2	0	0
AC019159.1	0	0
AC019159.2	0	0
AC019171.1	0.091194	0.137003
AC019176.1	0	0
AC019176.2	0	0
AC019181.1	0	0
AC019183.1	0	0
AC019185.1	0	0
AC019185.2	0	0
AC019186.1	0	0
AC019193.1	0	0
AC019193.2	0	0
AC019193.3	0	0
AC019193.4	0	0
AC019197.1	4.762638	1.11449
AC019205.1	0.141453	0.108398
AC019206.1	0	0
AC019209.1	0	0
AC019209.2	0	0
AC019209.3	0	0
AC019211.1	0	0
AC019226.1	0	0
AC019226.2	0	0
AC019235.1	0	0
AC019254.1	0	0
AC019254.2	0	0
AC019257.1	0	0
AC019257.2	0	0
AC019257.7	0.013891	0
AC019270.1	0	0
AC019278.1	0.143821	0
AC019288.1	0	0
AC019294.1	0	0
AC019294.2	0	0
AC019294.3	0	0
AC019322.1	0	0
AC019322.2	0	0
AC019322.3	0	0
AC019322.4	0	0
AC019330.1	0	0
AC019349.1	0	0
AC020549.1	0	0
AC020549.2	0	0
AC020549.3	0	0
AC020550.1	0	3.702077
AC020550.2	0	0
AC020551.1	0	0
AC020558.1	0.358347	0
AC020558.2	0	0
AC020558.3	0	0
AC020558.4	0	0
AC020558.5	0	0
AC020558.6	0	0
AC020584.1	0	0
AC020589.1	0	0
AC020593.1	0	0
AC020595.1	0	0
AC020604.1	0	0
AC020611.1	4.664429	4.205722
AC020611.2	0	0
AC020612.1	0	0
AC020612.2	0	0
AC020612.3	0	0
AC020629.1	0	0.040433
AC020633.1	0.548335	0.057277
AC020634.1	0	0
AC020634.2	0	0
AC020636.1	0	0
AC020636.2	0	0
AC020637.1	0	0
AC020651.1	0	0
AC020651.2	0	0
AC020655.1	0	0
AC020656.1	0.099449	0.588044
AC020656.2	0.022646	0.011473
AC020658.1	0	0
AC020658.2	0	0
AC020658.3	0	0
AC020658.4	0	0
AC020658.5	0	0
AC020658.6	0	0.105315
AC020658.7	0	0
AC020659.1	1.143731	1.196916
AC020659.2	0	0
AC020661.1	0	0
AC020661.2	0	0
AC020661.3	0	0
AC020661.4	0.023434	0
AC020663.1	0	0
AC020663.2	0	0.112788
AC020663.3	0.043781	0
AC020663.4	0	0
AC020687.1	0	0
AC020688.1	0.371857	0.391821
AC020699.1	0	0
AC020703.1	0	0
AC020704.1	0	0
AC020718.1	0	0
AC020719.1	0	0
AC020728.1	0	0
AC020741.1	0	0
AC020743.1	0	0
AC020743.2	0	0
AC020743.3	0	0
AC020763.1	0	0
AC020763.2	0.036895	0
AC020763.3	0	0
AC020763.4	0.515217	2.008071
AC020763.5	0	0
AC020765.1	0	0
AC020765.2	0.173693	0
AC020765.3	0	0
AC020765.4	0	0
AC020765.5	0	0
AC020765.6	16.171158	38.12067
AC020779.1	0	0
AC020779.2	0	0
AC020891.1	0	0
AC020891.2	0	0
AC020891.3	0	0
AC020891.4	0	0
AC020892.1	0	0
AC020892.2	0	0
AC020893.1	2.108948	0.897129
AC020895.1	0	0
AC020895.2	0	0
AC020897.1	0	0
AC020899.1	0	0
AC020900.1	0	0
AC020904.1	0	0
AC020904.2	0.683499	0.696145
AC020904.3	0	0
AC020905.1	0	0
AC020907.1	0	0
AC020907.2	0	0
AC020907.3	0	0
AC020907.4	0	0
AC020907.5	0.089278	0.3377
AC020907.6	0	0
AC020908.1	0	0
AC020908.2	0	0
AC020908.3	0	0
AC020909.1	0	0
AC020909.2	0	0
AC020909.3	0	0
AC020910.1	0	0
AC020910.2	0	0
AC020910.3	0	0
AC020910.4	0	0
AC020910.5	0	0
AC020910.6	0.069835	0
AC020910.7	0	0
AC020911.1	0	0
AC020911.2	0	0
AC020911.3	0	0
AC020912.1	0	0
AC020913.1	0	0
AC020913.2	0	0
AC020913.3	0	0
AC020914.1	0	0
AC020914.2	0	0
AC020914.3	0	0
AC020914.4	0	0
AC020914.5	0	0
AC020915.1	0	0
AC020915.2	1.063674	1.61278
AC020915.3	0	0
AC020915.4	13.217729	17.184531
AC020916.1	0	0
AC020917.1	0	0
AC020917.2	0	0
AC020917.3	0	0
AC020917.4	0.064597	0
AC020922.1	1.095526	0.286562
AC020922.2	0.252141	0
AC020922.3	3.5604	2.873462
AC020922.4	0	0
AC020923.1	0	0
AC020928.1	0.342133	0.781672
AC020928.2	0	0
AC020930.1	0	0
AC020931.1	0.101802	0
AC020934.1	0	0
AC020934.2	0	0
AC020937.1	0	0
AC020951.1	0	0
AC020978.1	0	0
AC020978.2	0	0
AC020978.3	0	0
AC020978.4	0	0
AC020978.5	18.466225	12.306794
AC020978.6	0.078938	0
AC020978.7	5.197971	1.380387
AC020978.8	0	0
AC020978.9	1.080821	0.842795
AC020980.1	0	0
AC020983.1	0	0
AC021006.1	0	0
AC021006.2	0	0
AC021016.1	0.041916	0
AC021016.2	0	0
AC021028.1	0	0
AC021035.1	0	0
AC021037.1	0	0
AC021055.1	0	0
AC021066.1	0	0
AC021066.2	0	0
AC021066.3	0	0
AC021072.1	0	0
AC021074.1	0	0
AC021074.2	0	0
AC021074.3	0	0
AC021078.1	2.82167	0.671284
AC021086.1	0	0
AC021087.1	0	0
AC021087.2	0.038832	0
AC021087.3	0	0.04373
AC021087.4	0	0
AC021087.5	0.445982	0
AC021088.1	0	0
AC021092.1	0.296272	0.586631
AC021097.1	1.063079	0.156836
AC021106.1	0	0
AC021106.2	0.120585	0
AC021127.1	0	0
AC021134.1	0	0
AC021134.2	0	0
AC021146.1	0	0
AC021146.10	0	0
AC021146.11	0	0
AC021146.12	0	0
AC021146.2	0	0
AC021146.3	0	0
AC021146.4	0	0
AC021146.5	0	0
AC021146.6	0	0
AC021146.7	0	0
AC021146.8	0	0
AC021146.9	0	0
AC021148.1	0.417921	0.242473
AC021148.2	0	0.024114
AC021151.1	0	0
AC021180.1	0	0
AC021188.1	0	0
AC021192.1	0	0
AC021193.1	0	0
AC021205.1	0	0
AC021205.2	0	0
AC021205.3	0	0
AC021218.1	55.547313	30.941994
AC021220.1	0	0
AC021220.2	0	0
AC021231.1	0	0
AC021231.2	0	0
AC021231.3	0	0
AC021236.1	0	0
AC021237.1	0	0
AC021242.1	0	0
AC021242.2	0	0
AC021242.3	0.132124	0.298881
AC021269.1	0	0
AC021269.2	0	0
AC021269.3	0	0
AC021321.1	0	0
AC021321.2	0.039632	0
AC021351.1	0	0
AC021355.1	0	0
AC021382.1	0	0
AC021393.1	0	0
AC021422.1	0	0
AC021424.1	0	0
AC021424.2	0	0
AC021424.3	0	0
AC021424.4	0	0
AC021443.1	0	0
AC021451.1	0	0
AC021451.2	0	0
AC021451.3	0	0
AC021483.1	0	0
AC021483.2	0	0
AC021491.1	0	0
AC021491.2	0.074577	0.113443
AC021491.3	0	0
AC021491.4	0	0
AC021506.1	0	0
AC021506.2	0	0
AC021517.1	0	0
AC021517.2	0	0
AC021534.1	0	0
AC021546.1	0	0
AC021549.1	0	0
AC021573.1	0	0
AC021590.1	0	0
AC021594.1	0	0
AC021594.2	0	0
AC021613.1	0	0
AC021613.2	0	0
AC021613.3	0	0
AC021646.1	0	0
AC021660.1	0	0
AC021660.2	0	0
AC021660.3	0.182395	0
AC021660.4	0	0
AC021678.1	0	0
AC021678.2	0.057015	0
AC021678.3	0	0
AC021683.1	0	0
AC021683.2	0	0
AC021683.3	0	0
AC021683.4	0	0
AC021683.5	0	0
AC021683.6	0	0
AC021698.1	0	0
AC021701.1	0	0
AC021713.1	0	0
AC021723.1	0	0
AC021723.2	0.017724	0
AC021733.1	0	0
AC021733.2	0	0
AC021733.3	0	0
AC021733.4	0.047951	0.043701
AC021736.1	0	0
AC021739.1	0	0
AC021739.2	0.869991	1.304796
AC021739.3	0	0
AC021739.4	0	0
AC021744.1	0	0
AC021749.1	0	0
AC021752.1	0	0
AC021753.1	0	0
AC021755.1	0	0
AC021755.2	0	0
AC021755.3	0	0
AC021766.1	0	0
AC021785.1	0	0
AC021818.1	0	0
AC021820.1	0	0
AC021851.1	0	0
AC021851.2	0	0
AC021860.1	0	0
AC021863.1	0	0
AC021876.1	0	0
AC021915.1	0	0
AC021915.2	0	0
AC021945.1	0	0
AC021979.1	0	0
AC021979.2	0	0
AC021979.3	0	0
AC022001.1	0	0
AC022001.2	0	0
AC022001.3	0	0
AC022007.1	0.255776	1.821772
AC022017.1	0	0
AC022018.1	0	0
AC022022.1	0	0
AC022022.2	0	0
AC022023.1	0	0
AC022023.2	0	0
AC022028.1	0	0
AC022028.2	0	0
AC022028.3	0	0
AC022031.1	0	0
AC022031.2	0	0
AC022034.1	0.410672	0.05361
AC022034.2	0	0
AC022034.3	0	0
AC022034.4	0	0
AC022035.1	0	0
AC022039.1	0	0
AC022068.1	0	0
AC022069.1	0	0
AC022079.1	0	0
AC022079.2	0	0
AC022080.1	0	0
AC022080.2	0	0
AC022081.1	0	0
AC022087.1	0	0
AC022092.1	0	0
AC022098.1	1.158212	2.689521
AC022098.2	0	0
AC022098.3	0	0.967935
AC022098.4	0	0
AC022100.1	0	0
AC022106.1	0	0
AC022106.2	0	0
AC022107.1	0	0
AC022113.1	0	0
AC022118.1	0	0
AC022121.1	0	0
AC022126.1	0	0
AC022133.1	0	0
AC022133.2	0	0
AC022137.1	0	0
AC022137.2	0	0
AC022137.3	0	0
AC022140.1	0	0
AC022140.2	0	0
AC022144.1	0.590702	0.594775
AC022145.1	0	0
AC022145.2	0	0
AC022146.1	0	0
AC022146.2	0	0
AC022148.1	0	0
AC022148.2	0	0
AC022149.1	0	0
AC022150.1	0	0
AC022150.2	0	0
AC022150.3	0	0
AC022150.4	4.072969	2.476467
AC022154.1	0	0
AC022164.1	0	0
AC022165.1	0	0
AC022166.1	0	0
AC022166.2	0	0
AC022167.1	8.299528	2.232746
AC022167.2	0.950017	0.327787
AC022167.3	0	0
AC022167.4	0	0
AC022168.1	0	0
AC022182.1	0	0
AC022182.2	0.059484	0
AC022188.1	0	0
AC022196.1	0	0
AC022201.1	0	0
AC022201.2	0	0
AC022202.1	0	0
AC022206.1	0	0
AC022210.1	0	0
AC022211.1	0	0
AC022211.2	0.166209	0.075576
AC022211.3	0	0
AC022211.4	0.177683	0.328841
AC022215.1	0	0
AC022215.2	0	0
AC022217.1	0	0
AC022217.2	0	0
AC022217.3	0	0
AC022217.4	0	0
AC022239.1	0	0
AC022239.2	0	0
AC022254.1	0	0
AC022267.1	0	0
AC022272.1	0	0
AC022276.1	0	0
AC022296.1	0	0
AC022296.2	0	0
AC022296.3	0	0
AC022296.4	0	0
AC022306.1	0.028504	0
AC022306.2	0	0
AC022306.3	0	0
AC022308.1	0	0
AC022325.1	0	0
AC022325.2	0	0
AC022335.1	0.219834	1.847468
AC022336.1	0	0
AC022336.2	0	0
AC022336.3	0	0
AC022360.1	0	0
AC022364.1	0.070055	0.265379
AC022364.2	0	0
AC022367.1	0	0
AC022382.1	0.874567	0.835522
AC022382.2	0	0
AC022384.1	7.555764	15.716069
AC022384.2	0	0
AC022387.1	0	0
AC022387.2	0	0
AC022392.1	0	0
AC022395.1	0	0
AC022400.1	0	0
AC022400.2	0	0
AC022400.3	1.280557	0.611999
AC022400.4	6.506824	5.921781
AC022400.5	2.993372	1.83251
AC022400.6	0	0
AC022400.7	0.568001	0.534623
AC022400.8	0	0
AC022405.1	0	0
AC022413.1	0	0
AC022413.2	0	0
AC022414.1	0.038505	0
AC022415.1	24.122467	21.484894
AC022415.2	5.039877	5.183621
AC022417.1	0	0
AC022418.1	0	0
AC022424.1	0	0
AC022431.1	0	0
AC022432.1	0	0
AC022433.1	0	0
AC022440.1	0	0
AC022441.1	0	0
AC022441.2	0	0
AC022441.3	0	0
AC022447.1	0	0
AC022447.2	0	0
AC022447.3	0	0
AC022447.4	0	0
AC022447.5	0	0
AC022447.6	0	0
AC022447.7	0	0
AC022463.1	0	0
AC022467.1	0	0
AC022467.2	0	0
AC022469.1	0	0
AC022469.2	0	0
AC022483.1	0	0
AC022486.1	0	0
AC022493.1	0	0
AC022493.2	0	0
AC022494.1	0	0
AC022497.1	0	0
AC022498.1	0	0
AC022506.1	0	0
AC022506.2	0.273344	0.6047
AC022507.1	0	0
AC022509.1	3.5223	11.666698
AC022509.2	0	0
AC022509.3	0	0
AC022509.4	0	0
AC022509.5	0	0
AC022511.1	0	0
AC022513.1	0	0
AC022517.1	0.273146	0
AC022523.1	0	0
AC022523.2	0	0
AC022523.3	0	0
AC022532.1	0.558408	0.383681
AC022535.1	0	0
AC022535.2	0	0
AC022535.3	0	0
AC022537.1	0	0
AC022540.1	0	0
AC022558.1	0	0
AC022558.2	0	0
AC022558.3	0.242578	0.120189
AC022559.1	0	0
AC022596.1	0	0
AC022596.2	0	0
AC022601.1	0	0
AC022613.1	0	0.050319
AC022613.2	0	0
AC022613.3	0	0
AC022616.1	0	0
AC022616.2	0	0
AC022616.3	0	0
AC022616.4	0	0
AC022616.5	0	0
AC022616.6	0	0
AC022616.7	0	0
AC022616.8	0	0
AC022634.1	0	0
AC022634.2	0	0
AC022655.1	0	0
AC022662.1	0	0
AC022679.1	0.228689	0
AC022679.2	0	0
AC022690.1	0	0
AC022690.2	0	0
AC022695.1	0	0
AC022695.2	0	0
AC022695.3	0	0
AC022706.1	0	0
AC022709.1	0	0
AC022710.1	0	0
AC022726.1	0	0
AC022726.2	0	0
AC022730.1	0	0
AC022730.2	0	0
AC022730.3	0	0
AC022730.4	0	0
AC022733.1	0	0
AC022743.1	0	0
AC022748.1	0	0
AC022748.2	0	0
AC022748.3	0	0
AC022762.1	0.254879	0.666418
AC022762.2	0	0
AC022778.1	0	0
AC022784.1	1.244022	0.73442
AC022784.2	0	0
AC022784.3	0	0
AC022784.4	0	0
AC022784.5	0.321929	0.138014
AC022784.6	0	0
AC022790.1	0	0
AC022795.1	0	0
AC022809.1	0	0
AC022816.1	0	0
AC022819.1	0	0
AC022826.1	0	0
AC022826.2	0	0
AC022832.1	0	0
AC022832.2	0	0
AC022858.1	0	0
AC022868.1	0	0
AC022872.1	0	0
AC022874.1	0	0
AC022878.1	0	0
AC022880.1	0	0
AC022880.2	0	0
AC022882.1	0	0
AC022893.1	0	0
AC022893.2	0	0
AC022893.3	0	0
AC022898.1	0	0
AC022898.2	0	0
AC022903.1	0	0
AC022903.2	0	0
AC022905.1	0	0
AC022915.1	0	0
AC022915.2	0	0
AC022915.3	0	0
AC022916.1	0	0.119246
AC022916.2	0	0
AC022916.3	0	0.108208
AC022916.4	0	0
AC022919.1	0.185936	0
AC022929.1	0	0
AC022929.2	0	0
AC022960.1	0	0
AC022960.2	0	0
AC022960.3	0	0
AC022966.1	0.721729	0
AC022966.2	0	0
AC022968.1	0	0.241817
AC022973.1	0	0
AC022973.2	0	0
AC022973.3	0	0
AC022973.4	0	0
AC022973.5	0	0
AC023024.1	1.634238	0.367917
AC023024.2	3.020839	1.563453
AC023034.1	0	0
AC023043.1	0	0
AC023043.2	0	0
